Date,Open,High,Low,Close,Volume
2018-01-01 00:00:00+00:00,13002.459741734036,13168.91540392077,12976.075111328477,13020.458161619736,1957045364.8610775
2018-01-01 04:00:00+00:00,13031.062624542985,13146.694986081402,12827.270448035151,13034.418806034344,2514074310.38326
2018-01-01 08:00:00+00:00,13034.92531744013,13113.070265068793,12921.414347230564,13015.87056824386,3064509993.860274
2018-01-01 12:00:00+00:00,13007.428681638594,13092.776692217243,12908.222948711991,12956.68083173623,2821794836.341427
2018-01-01 16:00:00+00:00,12970.623010054656,13091.636401681895,12814.188413029591,12907.1102929456,5610035829.278157
2018-01-01 20:00:00+00:00,12905.49029174513,13074.75121671713,12805.388452627774,12897.501664323818,5197449039.083273
2018-01-02 00:00:00+00:00,12916.003554214923,13038.143059789509,12786.71193432846,12872.277634709744,7269900487.174992
2018-01-02 04:00:00+00:00,12877.86626824325,12935.448160622156,12752.7711110027,12869.576226376228,7148796487.505953
2018-01-02 08:00:00+00:00,12847.150118287393,12954.918251346962,12724.075109938463,12840.101479775669,3549785693.9757576
2018-01-02 12:00:00+00:00,12856.117853736709,12895.77769692271,12692.814022487464,12789.060868288569,5599317767.596802
2018-01-02 16:00:00+00:00,12809.354685983551,12896.370008772568,12645.856141439026,12788.959545239515,7268474938.776527
2018-01-02 20:00:00+00:00,12738.269270996872,12851.533366835934,12703.324149659846,12757.375560741724,5490753686.751545
2018-01-03 00:00:00+00:00,12785.369416411724,12870.86403814892,12667.97442725987,12727.49066195005,7084536990.104954
2018-01-03 04:00:00+00:00,12715.441749886928,12883.059097355865,12659.785820118304,12748.47844629803,5903654182.547443
2018-01-03 08:00:00+00:00,12719.318457475449,12874.281905392858,12576.861715866064,12742.915850447333,4412296626.072959
2018-01-03 12:00:00+00:00,12693.033570726224,12812.549314384907,12636.683632774191,12690.663860189805,5052750358.232787
2018-01-03 16:00:00+00:00,12677.598858672129,12862.274368509938,12607.393387008748,12730.122432282988,4682014908.558004
2018-01-03 20:00:00+00:00,12727.25485539192,12906.040236439876,12676.422249500903,12746.841558987073,8316329155.135276
2018-01-04 00:00:00+00:00,12768.564776632396,12836.86363995153,12664.2444956138,12735.002625628997,5309208877.944538
2018-01-04 04:00:00+00:00,12755.48054338841,12799.468683276666,12567.408989611858,12694.82290717586,4008276507.4710426
2018-01-04 08:00:00+00:00,12687.81082294354,12761.12300628028,12649.642763351689,12703.918511014244,4964064405.654181
2018-01-04 12:00:00+00:00,12723.403741689996,12802.316771286674,12643.02919853924,12695.09801486818,7445686235.2139
2018-01-04 16:00:00+00:00,12680.522297871734,12750.943744987471,12562.31877754501,12703.201230095256,6153529002.689389
2018-01-04 20:00:00+00:00,12682.395307308088,12728.891713624917,12481.018572575991,12652.147604306298,7202532812.979275
2018-01-05 00:00:00+00:00,12661.32160665177,12775.250346230066,12530.58386705915,12649.510503304098,5978415709.453649
2018-01-05 04:00:00+00:00,12624.381011633996,12768.056643778018,12519.630666145482,12598.343577309475,6189112639.070951
2018-01-05 08:00:00+00:00,12609.52872753012,12767.072634958216,12555.801025763609,12623.958263214328,6653845532.35701
2018-01-05 12:00:00+00:00,12622.083145875567,12686.283850906138,12477.267593911043,12591.046250855004,4296720390.022615
2018-01-05 16:00:00+00:00,12581.111084703318,12746.758209746657,12483.068371906613,12621.330773149228,7619696926.883621
2018-01-05 20:00:00+00:00,12631.285412068548,12675.383636274792,12461.454010916425,12624.165583134873,3499439711.2852106
2018-01-06 00:00:00+00:00,12667.510345233668,12721.12672806806,12491.050031897044,12614.412997984631,5096311277.5816145
2018-01-06 04:00:00+00:00,12602.290393289562,12735.889482307935,12572.553809495092,12624.84599559574,3728215084.7448993
2018-01-06 08:00:00+00:00,12625.041597875605,12738.735015199853,12486.794114352377,12588.0379770413,5113816301.754915
2018-01-06 12:00:00+00:00,12564.35582301327,12660.15915291536,12449.892178307264,12581.149641040936,6762734773.991772
2018-01-06 16:00:00+00:00,12555.906513250851,12649.689975439522,12491.539018234263,12549.6901018039,5547732163.692503
2018-01-06 20:00:00+00:00,12554.244947646976,12620.785100236826,12410.841834590008,12543.662695354062,3507328621.3442516
2018-01-07 00:00:00+00:00,12534.202393436266,12653.135061516949,12462.319816036204,12512.46991786596,4662953899.036177
2018-01-07 04:00:00+00:00,12521.083914899244,12578.439811420682,12480.867583197023,12526.934635901436,7795178945.5948305
2018-01-07 08:00:00+00:00,12519.235080490676,12612.63421386014,12392.902893576564,12506.28609619718,6122253047.247706
2018-01-07 12:00:00+00:00,12490.32247549502,12648.632343360796,12469.45622008364,12525.694444857963,7631603522.569625
2018-01-07 16:00:00+00:00,12520.451413794995,12621.096484402906,12464.64197358419,12520.368740716016,6596497801.849758
2018-01-07 20:00:00+00:00,12534.568783218989,12658.951207606424,12453.238252926883,12576.149327083234,4895918690.225925
2018-01-08 00:00:00+00:00,12584.59444967223,12660.864924147403,12389.26141840793,12526.246296816757,5037713120.412565
2018-01-08 04:00:00+00:00,12534.725643151483,12676.888322636209,12456.261359285334,12539.40594602662,5618666553.287686
2018-01-08 08:00:00+00:00,12537.852601648328,12693.153635868524,12480.544745818126,12590.626087788509,5106064299.940122
2018-01-08 12:00:00+00:00,12602.3310870903,12699.380798151888,12527.836787269642,12570.243663166317,5084578146.772326
2018-01-08 16:00:00+00:00,12544.770988683356,12699.120920430934,12448.795180478948,12576.320959448194,6194646662.966666
2018-01-08 20:00:00+00:00,12556.260830514137,12672.996536423529,12416.844606647144,12539.204187939478,4530986679.253825
2018-01-09 00:00:00+00:00,12528.29224416276,12625.36386316774,12418.70640444424,12524.500032019409,5078465386.833027
2018-01-09 04:00:00+00:00,12504.810570087786,12685.070744907962,12341.871225416457,12490.12273393656,6555088064.226143
2018-01-09 08:00:00+00:00,12518.290970323702,12600.523608284,12431.894933203042,12527.52784972338,3766370487.499156
2018-01-09 12:00:00+00:00,12505.502987372358,12546.583883779253,12421.301745607692,12500.786345906132,5070725285.608337
2018-01-09 16:00:00+00:00,12520.290964195932,12675.58767658426,12457.80024397669,12585.95235525308,4949842650.871461
2018-01-09 20:00:00+00:00,12589.6269619186,12735.794848288626,12462.53523317382,12611.026647366907,6663458004.826085
2018-01-10 00:00:00+00:00,12595.194672656247,12763.126504427724,12458.20469708939,12581.120796259778,5424942634.555454
2018-01-10 04:00:00+00:00,12603.098453128316,12687.361577479243,12459.135757481545,12564.655552279177,5349799263.797981
2018-01-10 08:00:00+00:00,12550.737623235204,12720.164301296229,12477.577100277003,12550.802010556725,5402607498.061211
2018-01-10 12:00:00+00:00,12539.753901088585,12573.669438634392,12416.803889274655,12534.441603129717,4481399078.604571
2018-01-10 16:00:00+00:00,12495.49854554327,12613.899238782682,12449.219243938447,12560.431117809378,6664365452.144821
2018-01-10 20:00:00+00:00,12535.090130349576,12647.779083927217,12460.382588629742,12526.975914066112,8073759122.102446
2018-01-11 00:00:00+00:00,12510.351068739734,12606.217407242484,12404.32040210534,12526.296277277996,4694506991.167866
2018-01-11 04:00:00+00:00,12482.280686041167,12637.170849694265,12371.569386536115,12477.587073667704,8127886444.457633
2018-01-11 08:00:00+00:00,12509.97405883086,12624.369540471776,12433.175892774734,12498.132300740206,4391757460.633932
2018-01-11 12:00:00+00:00,12510.031887796684,12637.56715085358,12396.682650485463,12508.019633261923,7988516526.34735
2018-01-11 16:00:00+00:00,12529.111844203671,12651.8205701615,12453.712438559454,12528.9916799068,10494732265.791058
2018-01-11 20:00:00+00:00,12519.080456045274,12609.145210056322,12354.783699997804,12437.787170113012,4411082944.880935
2018-01-12 00:00:00+00:00,12417.046354460368,12458.870503219812,12374.424218182678,12408.948779140255,5696948672.677436
2018-01-12 04:00:00+00:00,12399.6446381488,12494.246660307392,12334.278613969602,12396.1635581805,5943550615.082686
2018-01-12 08:00:00+00:00,12431.147787911916,12518.047648063171,12300.302238843624,12399.498935082009,7960399135.999392
2018-01-12 12:00:00+00:00,12420.551517988884,12460.113717106691,12356.619202472357,12380.76654641442,10607291034.15075
2018-01-12 16:00:00+00:00,12407.81479526033,12564.479658800072,12276.07124492245,12390.04503910103,5512105174.791552
2018-01-12 20:00:00+00:00,12384.048188317236,12457.36568782702,12232.526512488945,12391.549924196644,6783652547.346452
2018-01-13 00:00:00+00:00,12382.9286046035,12479.334023341804,12284.943510084327,12367.83504562135,6906366262.76661
2018-01-13 04:00:00+00:00,12346.566501531375,12485.558194836924,12259.234201230023,12359.219903128514,4843087839.74399
2018-01-13 08:00:00+00:00,12368.349001080494,12448.23762564672,12340.840561365734,12391.750628504518,3343949810.1742954
2018-01-13 12:00:00+00:00,12371.142400121484,12482.312596534432,12319.233198044549,12383.69717765569,4779712774.523882
2018-01-13 16:00:00+00:00,12365.910521784795,12508.629866834151,12312.102378753532,12387.490468241196,7490995774.887272
2018-01-13 20:00:00+00:00,12380.178830056317,12484.10739510776,12348.277104704372,12397.724923715776,4224067971.9124403
2018-01-14 00:00:00+00:00,12384.008546702862,12501.269122783731,12319.506246854082,12433.585040764005,5706512230.750189
2018-01-14 04:00:00+00:00,12466.228953445694,12565.69399110083,12354.919749625771,12434.328154109884,4431894161.596798
2018-01-14 08:00:00+00:00,12425.56120220281,12508.354506304366,12332.081745454474,12454.742092767206,5966406939.214731
2018-01-14 12:00:00+00:00,12444.66309686398,12534.422673703495,12257.600304990106,12443.706274492326,4985892859.866452
2018-01-14 16:00:00+00:00,12473.66912127996,12565.688526449503,12397.140763455298,12441.56790793984,4684517959.6886215
2018-01-14 20:00:00+00:00,12435.835881815508,12583.008486475046,12381.257244346056,12437.342546366994,8710577879.97926
2018-01-15 00:00:00+00:00,12413.961731684269,12521.288757240403,12315.768536243737,12410.922541271231,5763057143.678875
2018-01-15 04:00:00+00:00,12411.670149971063,12578.892353318122,12362.191457444504,12391.394069784512,2887533440.453665
2018-01-15 08:00:00+00:00,12402.127189057204,12430.61138037171,12272.83635507926,12340.229366330952,4561247497.467239
2018-01-15 12:00:00+00:00,12336.316019027176,12432.789315128382,12250.082405050289,12344.717941652378,6420750373.229872
2018-01-15 16:00:00+00:00,12336.713949994866,12386.876669131558,12258.297783327962,12332.824986860742,3976266601.5120554
2018-01-15 20:00:00+00:00,12328.148756011164,12440.3234182575,12255.791843492274,12314.011745294853,5460802569.634071
2018-01-16 00:00:00+00:00,12318.501106426987,12438.493168610688,12189.151400480689,12339.345515156409,6064877660.516668
2018-01-16 04:00:00+00:00,12312.294853653402,12438.73918570705,12241.188878164534,12339.224415381605,7369694669.040382
2018-01-16 08:00:00+00:00,12362.96821540156,12456.905239184498,12257.583461393397,12329.634690461087,5647040602.085043
2018-01-16 12:00:00+00:00,12351.05704588244,12481.226808698062,12245.336744335038,12373.91870460478,5581524059.481983
2018-01-16 16:00:00+00:00,12410.499335013465,12519.22944464524,12307.629843272643,12401.29731522284,5797507306.53891
2018-01-16 20:00:00+00:00,12397.011106712553,12518.198407080115,12218.12329871953,12332.591924939805,4284295750.68291
2018-01-17 00:00:00+00:00,12332.55452697998,12462.44868517246,12257.607052115522,12348.91101822658,5186488456.107626
2018-01-17 04:00:00+00:00,12347.746319623968,12439.08211402098,12256.386075480665,12340.909241068868,5465378069.486793
2018-01-17 08:00:00+00:00,12302.739237466734,12414.049638888217,12240.967152553629,12352.522750568522,6724869978.753315
2018-01-17 12:00:00+00:00,12302.45043841428,12437.32073878288,12261.70888411646,12357.433072427397,6093488085.256494
2018-01-17 16:00:00+00:00,12324.05177670538,12445.425595505729,12205.575969387492,12315.875266539337,11321761213.82616
2018-01-17 20:00:00+00:00,12296.305545324238,12356.216508213412,12154.624704725264,12292.532348632509,5274240789.654617
2018-01-18 00:00:00+00:00,12298.140607891242,12429.010063036276,12163.61564373749,12288.438987722631,5983635264.741305
2018-01-18 04:00:00+00:00,12255.915294800638,12395.216818547053,12151.63609225217,12271.173402879223,4682735052.657214
2018-01-18 08:00:00+00:00,12290.304194335577,12390.658005661917,12207.742789849128,12308.001345877885,4719648419.534216
2018-01-18 12:00:00+00:00,12342.903970483734,12459.004202618578,12218.381164246215,12370.234777131822,7156799316.108628
2018-01-18 16:00:00+00:00,12370.167445536905,12504.46077111522,12341.738708826866,12389.866386441732,6440775425.011576
2018-01-18 20:00:00+00:00,12422.98532968275,12520.138705534458,12281.076839715575,12319.45160510938,5053685686.476945
2018-01-19 00:00:00+00:00,12325.6484975118,12437.063641268947,12241.9071115335,12344.577202644236,7169395407.961301
2018-01-19 04:00:00+00:00,12384.339961907475,12514.99012563502,12256.044151740616,12312.07228034152,6157723504.157365
2018-01-19 08:00:00+00:00,12313.004338470406,12410.824121410467,12222.778629910506,12276.211953674458,9035339954.12133
2018-01-19 12:00:00+00:00,12270.770747334587,12325.682602990792,12150.87086598374,12249.823022865385,5089480196.889551
2018-01-19 16:00:00+00:00,12229.986962805124,12339.569276139942,12172.02517118568,12231.538606362714,5682788131.005365
2018-01-19 20:00:00+00:00,12194.439854131811,12278.454814219242,12087.125194892702,12196.457186472067,8612781254.309292
2018-01-20 00:00:00+00:00,12195.705106246523,12225.614880883804,12121.625002345363,12145.579284821748,5334477011.315641
2018-01-20 04:00:00+00:00,12179.55540529182,12243.53848070707,12120.559789985422,12161.032922749451,5883480922.189981
2018-01-20 08:00:00+00:00,12181.414456332348,12211.91189108812,12109.765169979157,12168.760320135438,5667820155.1932745
2018-01-20 12:00:00+00:00,12177.063340442726,12323.38208938608,12025.241338544494,12108.21163723066,4171648503.243183
2018-01-20 16:00:00+00:00,12063.643172272734,12171.417230882798,12002.156535003183,12120.120544599746,5324407839.935009
2018-01-20 20:00:00+00:00,12112.63188565633,12273.793634108964,12078.40179907386,12190.363300802235,6665145598.403346
2018-01-21 00:00:00+00:00,12199.473679312625,12200.910179834167,12070.89995536457,12144.2210047881,4914871019.178774
2018-01-21 04:00:00+00:00,12140.196469421036,12198.237656503788,11986.559328987403,12076.1488480295,5787072759.598597
2018-01-21 08:00:00+00:00,12111.916596538977,12248.15132774492,12056.611028864654,12131.977455136292,5831852204.251483
2018-01-21 12:00:00+00:00,12127.34705536322,12226.73574063367,12023.957671009972,12144.54957048872,7161459069.305302
2018-01-21 16:00:00+00:00,12100.773541998882,12191.0591062492,12045.857355256225,12083.301600886954,7303202160.436274
2018-01-21 20:00:00+00:00,12106.588705591786,12181.813973043982,12028.967707776686,12106.852470860598,7047406570.056234
2018-01-22 00:00:00+00:00,12068.557472517126,12136.912989637443,11960.742601893187,12058.91050279825,6482223406.248682
2018-01-22 04:00:00+00:00,12067.417719978568,12171.293042766616,11995.448221130317,12043.047656385592,4773315918.53119
2018-01-22 08:00:00+00:00,12022.257229325842,12127.440307409795,11906.141564950229,12021.480058950165,3502596572.561098
2018-01-22 12:00:00+00:00,12046.485886986022,12144.348172111197,11887.487916362024,12019.582708644271,4208322926.187232
2018-01-22 16:00:00+00:00,11990.380849185534,12082.2910069789,11904.607555695113,11994.823894391397,5592972861.510876
2018-01-22 20:00:00+00:00,12002.017854513282,12010.876344315448,11847.790463837402,11926.88430388738,5339659734.476364
2018-01-23 00:00:00+00:00,11905.836435267036,12032.857571510369,11812.93145887236,11895.345289871651,8610835461.093565
2018-01-23 04:00:00+00:00,11886.127017831926,11934.894602271126,11760.930175418733,11860.545877783105,5619413611.950226
2018-01-23 08:00:00+00:00,11849.724046588595,11933.750526907535,11712.631646186985,11841.477682833189,5969655958.847835
2018-01-23 12:00:00+00:00,11823.891103028554,11938.115762672354,11789.553496645149,11858.563753177392,6886078594.676928
2018-01-23 16:00:00+00:00,11840.142820097635,11867.09955376774,11693.637431007332,11808.830457132197,5276254395.136439
2018-01-23 20:00:00+00:00,11791.053523828396,11869.882317781376,11709.584263539513,11797.323013295418,4935495326.375932
2018-01-24 00:00:00+00:00,11772.319844545184,11845.988064414722,11722.629350115983,11809.408253189202,4784337465.537672
2018-01-24 04:00:00+00:00,11771.29930275213,11852.92066185762,11723.54080966573,11789.050939698203,8446349435.983149
2018-01-24 08:00:00+00:00,11798.696926031822,11887.276561632669,11715.30054836846,11821.77326040491,2944794836.6049585
2018-01-24 12:00:00+00:00,11820.04681621573,12009.54519799796,11691.67234891317,11782.450720388251,4945773376.601557
2018-01-24 16:00:00+00:00,11713.59947690966,11855.502481536188,11599.350184110654,11767.47984112434,4928459006.93968
2018-01-24 20:00:00+00:00,11773.734910304876,11871.9961117222,11669.97808966708,11742.07167062968,6090221179.389072
2018-01-25 00:00:00+00:00,11735.429638773156,11815.970438006816,11692.96479473666,11745.006288459042,5338214212.524917
2018-01-25 04:00:00+00:00,11736.517264927244,11818.55436532384,11689.401981717248,11779.147462022964,10834950440.309814
2018-01-25 08:00:00+00:00,11803.05578147344,11882.266483369349,11691.705575360362,11759.316776878546,6575228384.139667
2018-01-25 12:00:00+00:00,11756.61078847171,11917.39840886424,11688.075933666189,11745.979855107244,5801609731.406035
2018-01-25 16:00:00+00:00,11741.918452552383,11845.729017968197,11656.87845065292,11757.81022991607,4696428021.82995
2018-01-25 20:00:00+00:00,11763.719786493515,11809.491396541676,11612.05232921549,11732.217201467194,5112437651.092262
2018-01-26 00:00:00+00:00,11743.597406672814,11863.936810807489,11667.407492048984,11753.949111615724,4978810596.64039
2018-01-26 04:00:00+00:00,11797.699185391268,11891.93915904462,11706.381822391628,11750.030724367529,6367031559.228857
2018-01-26 08:00:00+00:00,11695.52580363917,11870.150531684754,11633.223021977166,11748.185529474302,7213530077.859869
2018-01-26 12:00:00+00:00,11734.086121296084,11836.048098000512,11670.713675343948,11766.640297459642,7620755065.601924
2018-01-26 16:00:00+00:00,11775.644871134476,11928.401631356335,11708.975761178312,11782.182554418032,5087704704.632389
2018-01-26 20:00:00+00:00,11808.299180825989,11909.198247641776,11724.911376871443,11817.328527249349,3873584048.780908
2018-01-27 00:00:00+00:00,11847.665622861336,11964.344800172224,11753.98264952903,11809.430907112195,10890516395.901573
2018-01-27 04:00:00+00:00,11825.20073788151,11872.348963500275,11693.795854155387,11817.053138281222,9471480881.139406
2018-01-27 08:00:00+00:00,11840.013243225732,11886.452503855817,11664.030390316904,11761.650112365278,5213037547.196321
2018-01-27 12:00:00+00:00,11782.244900917887,11822.967847640688,11659.464787566072,11729.635080423735,8683723479.102959
2018-01-27 16:00:00+00:00,11737.647914253,11815.312714295573,11667.197323499342,11715.96499592762,5556328082.011188
2018-01-27 20:00:00+00:00,11690.780777034466,11789.456653788591,11560.99873482779,11660.731743678094,6094647303.31776
2018-01-28 00:00:00+00:00,11651.353296067957,11815.415375731563,11600.550107469604,11704.576324482565,3617637565.6784735
2018-01-28 04:00:00+00:00,11717.30543335902,11808.34338226961,11627.962515611642,11716.373966134335,12976120548.822987
2018-01-28 08:00:00+00:00,11714.497559659178,11818.5847544411,11641.17421626638,11709.93002739296,6402107943.553728
2018-01-28 12:00:00+00:00,11700.984224900429,11874.449726434998,11622.147593149586,11678.714757733616,3919315182.2815104
2018-01-28 16:00:00+00:00,11704.0997246119,11798.478902951349,11539.370374596572,11680.186072215183,4690321399.822185
2018-01-28 20:00:00+00:00,11639.846581092785,11718.601351053114,11612.694516379555,11639.812627216585,6326824304.990972
2018-01-29 00:00:00+00:00,11626.973927788282,11711.03398907346,11469.606201026856,11590.065882745595,6055150920.22983
2018-01-29 04:00:00+00:00,11555.92326660786,11696.180746415082,11478.096773656443,11625.8330555312,5935645221.10339
